Date,SMP,Temperature,Wind Speed,Visibility,Cloud Cover, Humidity
1/1/2021 13:30,1,17.1,5.8,3.2,88,92.57
1/1/2021 14:00,1,17.1,9.5,3.1,89.1,93.24
1/1/2021 14:30,473,17.1,5.8,4.1,88,92.57
1/1/2021 15:00,509.9,17.1,9.5,5.1,89.1,93.24
1/1/2021 15:30,750,17.1,7.8,6.1,88,92.57
1/1/2021 16:00,928,17.4,8.1,8.1,94.3,92.1
1/1/2021 16:30,960,18,5.5,6.1,88,87.3
1/1/2021 17:00,967,18,5.5,7,89.1,87.72
1/1/2021 17:30,1044.5,17.1,5.5,7,88,92.78
1/1/2021 18:00,1100,17.1,9.4,7,89.1,93.34
1/1/2021 18:30,1044.5,17.1,9.4,7,99.6,92.57
1/1/2021 19:00,998,16.7,3.6,13.8,99.8,94.26
1/1/2021 19:30,967,17.1,9.2,7,99.6,92.78
1/1/2021 20:00,967,17.1,11.1,7,89.1,93.24
1/1/2021 20:30,967,16.1,9.2,7,88,92.94
1/1/2021 21:00,994.8,16.1,9.3,7,89.1,93.39
1/1/2021 21:30,960,16.1,7.6,7,88,92.94
1/1/2021 22:00,935.4,16.1,6.3,8.6,94.3,92.76
1/1/2021 22:30,905,16.1,14.5,7,88,92.94
1/1/2021 23:00,910,16.1,11.1,7,89.1,93.39
1/1/2021 23:30,881.9,16,9.3,7,88,93.15
2/1/2021 0:00,930,16,5.4,7,89.1,93.59
2/1/2021 0:30,881.9,16,5.4,8,88,93.36
2/1/2021 1:00,865,16,5.4,9.1,94.3,94.44
2/1/2021 1:30,856,16,5.4,8,88,93.15
2/1/2021 2:00,859,16,7.5,8,89.1,93.49
2/1/2021 2:30,865,16,7.5,8,88,93.15
2/1/2021 3:00,900,16,5.4,8,89.1,93.49
2/1/2021 3:30,870,16,5.4,8,88,93.15
2/1/2021 4:00,856,15.8,3.5,9.1,94.3,95.07
2/1/2021 4:30,865,16,5.4,8,88,93.15
2/1/2021 5:00,877,16,5.3,8,89.1,93.49
2/1/2021 5:30,881.9,16.1,5.3,8,88,92.94
2/1/2021 6:00,920,16.1,12.8,8,89.1,87.74
2/1/2021 6:30,967,16,14.4,8,88,82.2
2/1/2021 7:00,967,15.8,7.2,14.3,94.3,83.41
2/1/2021 7:30,967,16.1,11.4,8,88,82.2
2/1/2021 8:00,1000,16.1,12.8,8,89.1,82.3
2/1/2021 8:30,967,16.1,10.9,8,88,82.2
2/1/2021 9:00,920.8,16.1,12.8,8,89.1,82.3
2/1/2021 9:30,848,16.1,16,8,88,82.2
2/1/2021 10:00,500,16.1,9.5,14.3,94.3,84.21
2/1/2021 10:30,426.7,16.1,14.4,8,88,87.13
2/1/2021 11:00,1,16.1,14.6,8,89.1,82.21
2/1/2021 11:30,1,16.1,14.6,8,88,82.02
2/1/2021 12:00,426.7,17.1,14.7,8,89.1,77.23
2/1/2021 12:30,500,17.1,13,9.9,88,77.14
2/1/2021 13:00,881.9,16.8,7.2,15.2,94.3,78.54
2/1/2021 13:30,967,17.1,14.6,8.1,88,81.95
2/1/2021 14:00,967,17.1,14.8,8,89.1,82.34
2/1/2021 14:30,967,17.1,14.9,8.1,88,82.14
2/1/2021 15:00,1044.5,17.1,13,8,89.1,82.34
2/1/2021 15:30,1112.7,17.1,11.3,8.1,88,82.14
2/1/2021 16:00,1230.2,16.8,7.2,14.3,94.3,84.1
2/1/2021 16:30,1270.6,16.1,13,7,88,87.33
2/1/2021 17:00,1270.6,16.1,9.4,6,89.1,87.64
2/1/2021 17:30,1503.5,16.1,9.3,6,88,87.53
2/1/2021 18:00,1342.3,16.1,9.4,7,89.1,87.74
2/1/2021 18:30,1258.5,16.1,9.2,7,88,87.32
2/1/2021 19:00,1230.2,16.1,7.6,13.8,94.3,87.94
2/1/2021 19:30,1200,16.1,7.6,9.9,88,92.94
2/1/2021 20:00,1230.2,16.1,5.4,9.9,89.1,87.64
2/1/2021 20:30,1258.5,16.1,7.4,9.9,88,87.32
2/1/2021 21:00,1247.6,16.1,3.6,9.9,89.1,87.64
2/1/2021 21:30,1222.8,16.1,3.7,9.9,88,87.53
2/1/2021 22:00,1222.8,16.1,5.4,15.2,94.3,94.13
2/1/2021 22:30,1113.7,17,3.6,9.9,88,87.61
2/1/2021 23:00,1200,16,3.6,9.9,89.1,93.49
2/1/2021 23:30,1100,17,3.6,8,88,87.81
3/1/2021 0:00,967,17,3.5,8,89.1,87.92
3/1/2021 0:30,967,16,5.3,7,88,93.36
3/1/2021 1:00,967,16.1,7.4,13.8,89.1,93.59
3/1/2021 1:30,967,16,7.4,7,88,93.36
3/1/2021 2:00,967,16,5.3,7,89.1,93.59
3/1/2021 2:30,967,16,5.3,6,99.6,93.36
3/1/2021 3:00,967,16,5.3,6,99.8,93.59
3/1/2021 3:30,967,16,5.3,6,99.6,93.36
3/1/2021 4:00,967,15.9,4.4,13.4,99.8,91.39
3/1/2021 4:30,967,16,1.9,6,99.6,87.73
3/1/2021 5:00,1000,16,7.5,7,99.8,87.83
3/1/2021 5:30,1044.5,16.1,7.4,7,99.6,87.53
3/1/2021 6:00,1046.1,16.1,9.2,7,99.8,87.74
3/1/2021 6:30,1212.2,16.1,7.3,6,99.6,87.53
3/1/2021 7:00,1212.2,16.1,6.2,13.4,99.8,88.44
3/1/2021 7:30,1046.1,17,9.2,6,99.6,82.51
3/1/2021 8:00,967,17,11,7,99.8,82.51
3/1/2021 8:30,870,17.1,9.2,7,99.6,82.33
3/1/2021 9:00,860,17.1,9.2,7,89.1,87.83
3/1/2021 9:30,800,18,9,8,88,82.44
3/1/2021 10:00,797,17.8,9.7,14.3,94.3,84.5
3/1/2021 10:30,797,18.1,9.1,8,88,82.26
3/1/2021 11:00,796,18.1,11,6,89.1,87.91
3/1/2021 11:30,500,18.1,10.8,4.1,88,87.71
3/1/2021 12:00,426.7,18.1,11,4.1,89.1,93.49
3/1/2021 12:30,426.7,18.1,12.6,4.1,88,93.25
3/1/2021 13:00,1,17.8,7.9,7.2,94.3,93.58
3/1/2021 13:30,395,18,12.7,2.2,88,93.67
3/1/2021 14:00,500,17.1,12.8,2.1,89.1,99.57
3/1/2021 14:30,653,17.1,10.9,2.2,88,99.33
3/1/2021 15:00,856,17.1,12.8,3.1,89.1,99.68
3/1/2021 15:30,967,17.1,16.2,3.2,88,99.1
3/1/2021 16:00,1190,17.1,7.1,6.3,94.3,97.93
3/1/2021 16:30,1245.4,17.1,11,2.3,88,99.1
3/1/2021 17:00,1503.5,17.1,11.1,2.1,89.1,99.47
3/1/2021 17:30,1503.5,17.1,9.3,2.3,88,99.1
3/1/2021 18:00,1503.5,17.1,7.6,2.1,89.1,99.57
3/1/2021 18:30,1402,17.1,7.6,3.2,88,93.42
3/1/2021 19:00,1503.5,17.1,5.4,6.3,94.3,98.36
3/1/2021 19:30,1401,17.1,9.1,2.3,88,99.33
3/1/2021 20:00,1401,17.1,7.5,2.1,89.1,99.68
3/1/2021 20:30,1503.5,17.1,7.5,2.3,88,99.33
3/1/2021 21:00,1503,17.1,7.4,4.1,89.1,99.68
3/1/2021 21:30,1401,17.1,9,4.2,88,99.33
3/1/2021 22:00,1402,17.1,5.4,7.3,94.3,98.36
3/1/2021 22:30,1245.5,17.1,7.4,4.2,99.6,99.33
3/1/2021 23:00,1222.8,17.1,5.4,5.1,99.8,99.68
3/1/2021 23:30,1200,17.1,5.2,4.2,99.6,99.33
4/1/2021 0:00,1044.5,17.1,5.4,4.1,99.8,99.68
4/1/2021 0:30,1044,17.1,3.5,4.2,99.6,99.33
4/1/2021 1:00,1044,17.1,0,7.3,99.8,98.9
4/1/2021 1:30,1000,17,0,4.2,99.6,99.55
4/1/2021 2:00,1000,17,5.3,3.1,99.8,99.89
4/1/2021 2:30,1000,17,7.3,3.2,99.6,99.77
4/1/2021 3:00,1000,17,5.3,4.1,99.8,99.89
4/1/2021 3:30,1000,17,5.2,4.2,99.6,99.77
4/1/2021 4:00,1044,17.7,5.3,7.3,99.8,95.45
4/1/2021 4:30,1044.5,18,5.3,4.2,99.6,93.67
4/1/2021 5:00,1099,18,5.3,3.1,99.8,93.89
4/1/2021 5:30,1258.5,18,5.2,4.1,99.6,93.46
4/1/2021 6:00,1401,18,5.3,4.1,99.8,93.79
4/1/2021 6:30,1502,18,9,2.2,99.6,93.67
4/1/2021 7:00,1258.5,17.8,7,6.3,99.8,95.35
4/1/2021 7:30,1450,18,14.4,2.2,99.6,93.89
4/1/2021 8:00,1401,18.1,16.3,2.1,99.8,93.79
4/1/2021 8:30,1258.5,18.1,1.7,2.2,88,93.46
4/1/2021 9:00,1100,18.1,16.3,3.1,89.1,93.59
4/1/2021 9:30,892,18.1,19.8,3.2,88,93.26
4/1/2021 10:00,869,17.9,12.4,6.8,94.3,95.25
4/1/2021 10:30,859,18.1,20,3.2,88,93.26
4/1/2021 11:00,785,18.1,18.1,2.1,89.1,93.49
4/1/2021 11:30,652.9,18.1,17.8,2.3,88,93.05
4/1/2021 12:00,652.9,18.1,18.1,2.1,89.1,93.59
4/1/2021 12:30,848,18.1,17.9,2.2,88,93.47
4/1/2021 13:00,1100,17.8,10.8,6.3,94.3,94.09
4/1/2021 13:30,1222.8,18.1,17.8,2.1,88,93.68
4/1/2021 14:00,1247.6,17.1,16.3,2.1,89.1,99.79
4/1/2021 14:30,1270.6,17.1,16.2,2.2,88,99.55
4/1/2021 15:00,1258.5,17.1,16.5,2.1,89.1,99.68
4/1/2021 15:30,1400,17.1,14.6,2.2,88,99.1
4/1/2021 16:00,1503.5,17.1,3.6,6.3,94.3,97.28
4/1/2021 16:30,1503.5,17.1,3.6,2.2,88,98.88
4/1/2021 17:00,1503.5,17.1,14.6,3.1,89.1,93.44
4/1/2021 17:30,1503.5,17.1,9.3,3.2,88,92.78
4/1/2021 18:00,1503.5,17.1,11.1,3.1,89.1,93.44
4/1/2021 18:30,1503.5,17.1,9.2,3.2,88,92.99
4/1/2021 19:00,1247.6,17.1,9.3,6.8,94.3,93.85
4/1/2021 19:30,1222.8,17.1,9.6,3.2,88,92.99
4/1/2021 20:00,1247.6,17.1,9.4,3.1,89.1,99.47
4/1/2021 20:30,1400,17.1,9.2,3.2,88,98.88
4/1/2021 21:00,1310,17.1,7.5,3.1,89.1,99.57
4/1/2021 21:30,1400,17.1,9.2,3.2,88,99.1
4/1/2021 22:00,1258.5,17.2,5.4,6.8,94.3,97.18
4/1/2021 22:30,1222.8,17.1,7.4,3.2,88,99.1
4/1/2021 23:00,1044.5,17.1,7.4,3.1,89.1,99.57
4/1/2021 23:30,1000,17.1,9.2,3.2,88,99.33
5/1/2021 0:00,1044.5,17.1,7.5,3.1,89.1,99.68
5/1/2021 0:30,1000,17.1,9,3.2,88,98.88
5/1/2021 1:00,1000,17.1,7.8,6.8,94.3,97.93
5/1/2021 1:30,1000,17.1,9.4,3.2,88,99.33
5/1/2021 2:00,1000,17.1,5.3,3.1,89.1,99.68
5/1/2021 2:30,1000,18,5.3,3.2,88,93.46
5/1/2021 3:00,1000,18,3.6,3.1,89.1,93.69
5/1/2021 3:30,1044.5,18,7.4,3.1,88,93.46
5/1/2021 4:00,1044.5,17.8,7.1,6.7,94.3,95.56
5/1/2021 4:30,1044.5,18,7.3,3.1,88,93.46
5/1/2021 5:00,1046.1,18,7.4,3.1,89.1,93.79
5/1/2021 5:30,1075.8,18,7.3,3.1,88,93.67
5/1/2021 6:00,1204.2,18,5.3,3.1,89.1,93.79
5/1/2021 6:30,1222.8,18,5.3,2.2,88,93.67
5/1/2021 7:00,1247.6,17.9,7.3,5.8,94.3,98.15
5/1/2021 7:30,1270.6,18,9,2.2,88,99.78
5/1/2021 8:00,1258.5,18,12.7,2.1,89.1,93.79
5/1/2021 8:30,1200,18.1,12.5,3.1,88,93.46
5/1/2021 9:00,1046.1,18.1,9.2,3.1,89.1,93.69
5/1/2021 9:30,935.4,18.1,10.8,3.1,88,93.46
5/1/2021 10:00,850,17.9,7,6.7,94.3,94.62
5/1/2021 10:30,793,18.1,10.8,2.1,88,93.26
5/1/2021 11:00,600,18.1,12.8,3,89.1,93.79
5/1/2021 11:30,652.9,18.1,10.8,2.1,88,93.47
5/1/2021 12:00,800,18.1,12.8,2,89.1,93.89
5/1/2021 12:30,959.3,18.1,12.7,3,88,99.55
5/1/2021 13:00,1075.8,17.9,3.6,6.2,94.3,94.51
5/1/2021 13:30,1099,18.1,11.1,2.1,88,93.89
5/1/2021 14:00,1100,18.1,11.1,2.1,89.1,93.89
5/1/2021 14:30,1222.8,18.1,9.3,2.2,88,93.89
5/1/2021 15:00,1258.5,18.1,11.1,3.1,89.1,93.79
5/1/2021 15:30,1290,18.1,14.4,3.2,88,93.47
5/1/2021 16:00,1503.5,18,16.2,7.2,94.3,95.25
5/1/2021 16:30,1503.5,18.1,12.8,4.1,88,93.47
5/1/2021 17:00,1258.5,18.1,12.9,4.1,89.1,93.79
5/1/2021 17:30,1503.5,18.1,9.3,3.2,88,93.47
5/1/2021 18:00,1503.5,18.1,7.6,3.1,89.1,93.79
5/1/2021 18:30,1502,18.1,7.6,3.2,88,93.26
5/1/2021 19:00,1247.6,17.9,16.8,6.8,94.3,95.35
5/1/2021 19:30,1099,18.1,9.2,3.2,88,93.68
5/1/2021 20:00,1258.5,18.1,7.5,4.1,89.1,99.79
5/1/2021 20:30,1420,18,3.7,4.1,88,99.78
5/1/2021 21:00,1258.5,18,5.4,4.1,89.1,99.89
5/1/2021 21:30,1258.5,18,7.6,4.1,88,99.78
5/1/2021 22:00,1222.8,18,3.7,7.2,94.3,98.58
5/1/2021 22:30,1222.8,18,5.4,4.1,88,99.78
5/1/2021 23:00,1204.2,18,9.3,5,89.1,99.89
5/1/2021 23:30,1046.1,18,9.3,6,88,99.55
6/1/2021 0:00,1044.5,18,7.5,6,89.1,99.89
6/1/2021 0:30,1044.5,18,7.6,6,88,99.55
6/1/2021 1:00,1044.5,18.1,7.5,8.1,94.3,98.8
6/1/2021 1:30,1044.5,18,7.5,5.1,88,99.78
6/1/2021 2:00,1000,18,7.5,5,89.1,99.89
6/1/2021 2:30,935.4,18,7.5,5.1,88,99.78
6/1/2021 3:00,900,18,9.3,6,89.1,99.89
6/1/2021 3:30,950,20,5.4,7,88,93.97
6/1/2021 4:00,1044.5,18,6.3,7.7,94.3,98.58
6/1/2021 4:30,1044.5,18,9.3,5.1,88,99.78
6/1/2021 5:00,1046.1,18,11.1,4.1,89.1,99.89
6/1/2021 5:30,1050,18,11,4.1,88,99.78
6/1/2021 6:00,1247.6,18,7.5,4.1,89.1,99.89
6/1/2021 6:30,1400,18,9.2,3.2,88,99.78
6/1/2021 7:00,1300,18,3.6,6.8,94.3,98.58
6/1/2021 7:30,1260,18.1,7.3,3,88,99.55
6/1/2021 8:00,1222.8,18,5.3,3,89.1,99.89
6/1/2021 8:30,1099,19,7.3,2,88,93.72
6/1/2021 9:00,1190,19,9.3,2,89.1,94.03
6/1/2021 9:30,850,19,9.1,3,88,93.93
6/1/2021 10:00,800,18.8,8.9,6.7,94.3,95.49
6/1/2021 10:30,800,19,9.2,2,88,93.93
6/1/2021 11:00,653,19.1,7.5,2,89.1,99.89
6/1/2021 11:30,780,19.1,9.2,2.1,88,99.78
6/1/2021 12:00,800,20,9.3,3.1,89.1,93.98
6/1/2021 12:30,800,20.1,7.4,3.1,88,93.56
6/1/2021 13:00,891,19.8,5.4,7.2,94.3,95.32
6/1/2021 13:30,881.9,20.1,10.9,4.1,88,93.56
6/1/2021 14:00,892,20.1,12.7,3.1,89.1,93.78
6/1/2021 14:30,1044.5,20,9.4,5.1,88,93.77
6/1/2021 15:00,1046.1,20,11.1,4.1,89.1,93.88
6/1/2021 15:30,1099,19.1,9.3,4.1,88,99.56
6/1/2021 16:00,1100,19.2,12.6,13.8,94.3,95.94
6/1/2021 16:30,1240.9,19.1,12.8,6.1,88,93.72
6/1/2021 17:00,1222.8,19.1,12.9,6,89.1,93.83
6/1/2021 17:30,1503.5,19.1,12.9,6,88,93.72
6/1/2021 18:00,1502,19,14.7,7,89.1,93.83
6/1/2021 18:30,1247.6,19,11.2,7,88,93.93
6/1/2021 19:00,1099,18.9,10.7,13.8,94.3,92.39
6/1/2021 19:30,1044.5,19,5.3,7,88,93.93
6/1/2021 20:00,1222.8,19,5.3,7,89.1,93.83
6/1/2021 20:30,1247.6,19,5.3,7,88,93.93
6/1/2021 21:00,1150,19,9.3,8,89.1,93.83
6/1/2021 21:30,1046.1,19,9.1,7,88,93.72
6/1/2021 22:00,1044.5,18.2,8.6,13.8,94.3,97.51
6/1/2021 22:30,1000,18.1,9.5,7,88,99.55
6/1/2021 23:00,850,18.1,9.3,7,89.1,99.79
6/1/2021 23:30,800,18,7.4,6.9,88,94.1
7/1/2021 0:00,890,18,7.6,7,89.1,93.89
7/1/2021 0:30,890,18,10.9,7,88,93.89
7/1/2021 1:00,891,18.1,9.7,13.4,94.3,93.89
7/1/2021 1:30,890,18,9.7,5,88,93.89
7/1/2021 2:00,891,18,9.3,5,89.1,93.89
7/1/2021 2:30,890,18,9.2,3.1,88,93.89
7/1/2021 3:00,881.9,18,7.5,4,89.1,93.89
7/1/2021 3:30,890,18,1.8,4,88,93.89
7/1/2021 4:00,891,18,76.9,7.2,94.3,95.46
7/1/2021 4:30,891,18,5.3,3.1,88,93.89
7/1/2021 5:00,850,18,5.4,3,89.1,93.89
7/1/2021 5:30,891,18,9.2,2.1,88,93.89
7/1/2021 6:00,1020,18,7.5,2.1,89.1,93.89
7/1/2021 6:30,1046.1,18,7.6,1.2,88,93.89
7/1/2021 7:00,1046.1,17.9,4.5,6.3,93.7,98.26
7/1/2021 7:30,1046.1,18,7.6,2.2,86.6,99.78
7/1/2021 8:00,1020,18.1,7.7,2.1,88.4,99.79
7/1/2021 8:30,890,18.1,9.4,3.2,86.6,99.11
7/1/2021 9:00,790,18.1,7.7,3.1,89.1,99.68
7/1/2021 9:30,653,18.1,11.2,3.2,88,99.11
7/1/2021 10:00,652.9,18.2,10.8,6.8,94.3,97.08
7/1/2021 10:30,573.5,18.2,14.6,3.2,88,99.11
7/1/2021 11:00,573.5,18.1,14.7,4.1,89.1,99.58
7/1/2021 11:30,652.9,19.1,11,4.2,88,93.31
7/1/2021 12:00,680,19.1,7.7,3.1,89.1,93.73
7/1/2021 12:30,652.9,19.1,7.8,3.2,88,93.51
7/1/2021 13:00,759,19.2,5.6,7.3,94.3,91.5
7/1/2021 13:30,790,19.1,7.9,5.2,88,93.51
7/1/2021 14:00,790,20,11.2,5.1,89.1,88.18
7/1/2021 14:30,795,19,9.6,5.2,88,93.72
7/1/2021 15:00,850,20,9.4,5,89.1,88.27
7/1/2021 15:30,967,19,9.2,4,88,93.93
7/1/2021 16:00,1050,19.1,5.4,7.2,94.3,93.83
7/1/2021 16:30,1222.8,19,7.5,4.1,88,93.93
7/1/2021 17:00,1200,19,9.3,3.1,89.1,93.83
7/1/2021 17:30,1222.8,19,7.6,3.1,88,93.72
7/1/2021 18:00,1258.5,19,7.6,5,89.1,93.83
7/1/2021 18:30,1222.8,19,11,5,88,93.51
7/1/2021 19:00,1044.5,18.9,3.6,7.6,94.3,93.83
7/1/2021 19:30,1044.5,19,7.6,5,88,93.72
7/1/2021 20:00,1200,19,12.8,5,89.1,93.93
7/1/2021 20:30,1258.5,19,10.8,5,88,93.93
7/1/2021 21:00,1222.8,19,11,6,89.1,93.93
7/1/2021 21:30,1222.8,19,10.9,4.1,88,93.93
7/1/2021 22:00,1044.5,18.9,9,4,94.3,93.93
7/1/2021 22:30,1020,19,9.2,5,88,93.93
7/1/2021 23:00,1044.5,19,9.3,6,89.1,93.93
7/1/2021 23:30,1020,19,9.1,6,88,93.93
8/1/2021 0:00,1020,19,9.3,6,89.1,93.93
8/1/2021 0:30,935.4,19,9.2,6.1,88,93.72
8/1/2021 1:00,850,18.9,3.6,8.6,94.3,92.39
8/1/2021 1:30,850,20,7.2,6,88,93.97
8/1/2021 2:00,847,19,11,7,89.1,93.93
8/1/2021 2:30,840,20,1.8,6,88,93.97
8/1/2021 3:00,840,19,11,5,89.1,93.93
8/1/2021 3:30,840,18,10.9,4.1,88,99.78
8/1/2021 4:00,935.4,18,5.4,7.2,94.3,98.58
8/1/2021 4:30,881.9,18,17.8,4.1,88,99.55
8/1/2021 5:00,934,18,22,4,89.1,99.79
8/1/2021 5:30,972,18,21.7,5,88,99.55
8/1/2021 6:00,1044.5,18,21.9,4,89.1,99.79
8/1/2021 6:30,1046.1,18,21.8,4.1,88,99.55
8/1/2021 7:00,1044.5,18,19.9,7.2,94.3,98.26
8/1/2021 7:30,1044.5,19,25.4,4,88,93.93
8/1/2021 8:00,1020,19,25.6,4,89.1,93.93
8/1/2021 8:30,1000,18,25.3,4,88.4,99.78
8/1/2021 9:00,805,19,25.7,3,89.3,93.93
8/1/2021 9:30,752,19,25.4,3.1,88,93.93
8/1/2021 10:00,747,18.5,10.8,5.7,94.3,96.01
8/1/2021 10:30,765,19,25.3,3.1,88,93.93
8/1/2021 11:00,730,18,20.4,3,89.1,99.79
8/1/2021 11:30,747,18,21.9,3.1,88,99.78
8/1/2021 12:00,742,18,22.2,3.1,89.1,99.89
8/1/2021 12:30,750,18,20.3,3.1,88,99.78
8/1/2021 13:00,747,17.6,19.7,5.6,94.3,96.08
8/1/2021 13:30,742,17,25.5,3,88,99.77
8/1/2021 14:00,780,17.1,25.9,3,89.3,99.89
8/1/2021 14:30,790,17,26,3,88.4,100
8/1/2021 15:00,800,17,26,3,89.3,93.84
8/1/2021 15:30,910,17,25.9,3,88.4,93.84
8/1/2021 16:00,1044.5,16.1,14.4,6.7,94.5,98.23
8/1/2021 16:30,1050,16.1,16.6,3.1,88.4,99.55
8/1/2021 17:00,1050,16.1,22.2,3,89.3,99.78
8/1/2021 17:30,1258.5,16.1,23.5,3.1,88.4,99.55
8/1/2021 18:00,1449,16.1,23.9,3.1,89.3,93.59
8/1/2021 18:30,1258.5,16.1,21.8,4.1,88.4,93.15
8/1/2021 19:00,1222.8,15.5,12.3,7.2,94.5,95.38
8/1/2021 19:30,1200,15.1,18,4.1,88.4,99.09
8/1/2021 20:00,1222.8,15.1,16.4,4.1,89.3,99.57
8/1/2021 20:30,1258.5,15.1,14.6,4.1,88.4,99.32
8/1/2021 21:00,1222.8,15.1,14.7,4.1,89.1,99.46
8/1/2021 21:30,1044.5,15.1,14.4,5.1,88,99.32
8/1/2021 22:00,1046.1,14.8,8.7,7.7,94.3,95.79
8/1/2021 22:30,1044.5,15.1,16.2,5.1,88,93.32
8/1/2021 23:00,1044.5,15.1,16.4,5,89.1,93.54
8/1/2021 23:30,1026.4,15.1,14.5,5.1,88,93.1
9/1/2021 0:00,1044.5,15,14.7,5,89.1,93.64
9/1/2021 0:30,1044.5,15,14.4,5.1,88,93.53
9/1/2021 1:00,1044.5,14.8,8.9,7.7,94.3,95.89
9/1/2021 1:30,1044.5,15,14.6,5.1,88,99.54
9/1/2021 2:00,1039,15,14.7,4.1,89.1,99.78
9/1/2021 2:30,1020,15,14.5,4.1,88,99.54
9/1/2021 3:00,1020,15,18.1,4.1,89.1,99.78
9/1/2021 3:30,1000,15,21.9,4.1,88,93.53
9/1/2021 4:00,1000,14.8,14.1,7.2,94.3,95.89
9/1/2021 4:30,948.3,15,21.7,4.1,88,93.53
9/1/2021 5:00,948.2,15,22.1,4.1,89.1,99.78
9/1/2021 5:30,948.3,15,21.7,4.1,88,99.54
9/1/2021 6:00,935.4,15,22,5,89.1,93.64
9/1/2021 6:30,948.3,15,20,4.1,88,93.53
9/1/2021 7:00,967,14.2,3.6,7.2,94.3,97.32
9/1/2021 7:30,1005,15.1,21.7,6.1,88,93.1
9/1/2021 8:00,990,15.1,20.3,6,89.1,93.44
9/1/2021 8:30,980,15.1,19.9,6.1,88,93.1
9/1/2021 9:00,935.4,15.1,22.1,4.1,89.1,93.34
9/1/2021 9:30,780,15.1,21.9,6.1,88,92.89
9/1/2021 10:00,780,14.9,13.3,7.7,94.3,93.33
9/1/2021 10:30,750,15.1,22,4.1,88,92.89
9/1/2021 11:00,653,15.1,18.3,5.1,89.1,93.44
9/1/2021 11:30,653,15.1,21.8,5.1,88,93.1
9/1/2021 12:00,652.9,15.1,20.3,4.1,89.1,93.34
9/1/2021 12:30,426.7,15.1,18,4.1,88,92.89
9/1/2021 13:00,652.9,15.1,10.8,7.2,94.3,90.83
9/1/2021 13:30,780,15.1,14.2,3.2,88,92.89
9/1/2021 14:00,812,15.1,18.3,3.1,89.1,93.34
9/1/2021 14:30,820,15.1,16.3,4.2,88,92.68
9/1/2021 15:00,892.7,15.1,16.5,5.1,89.1,93.24
9/1/2021 15:30,1044.5,15.1,16.4,4.2,88,87.24
9/1/2021 16:00,1046.1,14.7,12.3,7.3,94.3,92.69
9/1/2021 16:30,1100,14.1,14.4,4.2,88,98.85
9/1/2021 17:00,1099,14.1,14.6,4.1,99.8,99.45
9/1/2021 17:30,1258.5,14.1,14.6,4.2,99.6,92.84
9/1/2021 18:00,1258.5,14.1,12.8,5.1,99.8,93.29
9/1/2021 18:30,1143,14.1,12.8,5.2,99.6,93.05
9/1/2021 19:00,1044.5,14.1,7.2,7.7,99.8,90.45
9/1/2021 19:30,934,14.1,11.1,5.2,99.6,92.84
9/1/2021 20:00,1005,14.1,11.1,5.1,99.8,93.29
9/1/2021 20:30,1044.5,14.1,9.4,5.2,99.6,92.84
9/1/2021 21:00,1044.5,14.1,9.4,5.1,99.8,93.29
9/1/2021 21:30,1020,14.1,9.2,5.2,99.6,92.84
9/1/2021 22:00,1044.5,13.9,9,7.3,99.8,94.89
9/1/2021 22:30,1020,14.1,9.2,3.2,99.6,92.84
9/1/2021 23:00,1046.1,14.1,9.4,3.1,99.8,93.29
9/1/2021 23:30,1020,14.1,9.3,4.2,99.6,92.84
10/1/2021 0:00,1020,14.1,11.1,4.1,99.8,93.39
10/1/2021 0:30,967,14.1,11.1,4.2,99.6,93.05
10/1/2021 1:00,935.4,13.8,3.6,7.7,99.8,95.32
10/1/2021 1:30,800,14.1,9.4,4.2,99.6,93.05
10/1/2021 2:00,750,14.1,9.3,4.1,99.8,93.39
10/1/2021 2:30,750,14.1,9.4,4.2,99.6,93.05
10/1/2021 3:00,784,14.1,9.3,4.1,99.8,93.29
10/1/2021 3:30,750,14.1,9.3,4.2,99.6,92.84
10/1/2021 4:00,733.4,13.9,3.6,7.3,99.8,95.55
10/1/2021 4:30,750,14.1,11,3.2,99.6,93.05
10/1/2021 5:00,817,14.1,11,3.1,99.8,99.45
10/1/2021 5:30,892.7,14.1,12.6,3.2,99.6,98.85
10/1/2021 6:00,910,14.1,11.1,5.1,99.8,93.29
10/1/2021 6:30,980,14.1,16.1,6.1,99.6,92.84
10/1/2021 7:00,935.4,14.1,7.2,8.6,99.8,92.75
10/1/2021 7:30,847,14.1,7.4,5.1,99.6,93.05
10/1/2021 8:00,700,14.1,14.6,6,99.8,93.39
10/1/2021 8:30,1,14.1,14.4,6.1,99.6,93.27
10/1/2021 9:00,1,14.1,12.8,6,99.8,93.5
10/1/2021 9:30,1,14.1,14.5,7,99.6,93.27
10/1/2021 10:00,1,14.7,8.8,8.1,99.8,93.42
10/1/2021 10:30,1,15.1,12.8,6.1,88,92.89
10/1/2021 11:00,1,15.1,13,4.1,89.1,93.24
10/1/2021 11:30,1,15.2,14.7,6.1,88,92.68
10/1/2021 12:00,1,15.1,16.5,4.1,89.1,93.24
10/1/2021 12:30,1,15.2,14.6,4.2,88,92.46
10/1/2021 13:00,1,14.7,9.7,7.3,94.3,94.18
10/1/2021 13:30,1,15.1,18.1,4.2,88,92.68
10/1/2021 14:00,1,15.1,16.4,4.1,89.1,93.24
10/1/2021 14:30,1,15.1,16.3,4.2,88,92.89
